gene	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSAPLG00000001927	13.0548720382514	1.51974243542595	0.648428494334511	0.00018808630672772	0.00406348062665012
ENSAPLG00000001960	29.0627042443216	1.61477347674913	0.344307513772809	1.90667766355531e-07	1.60806255487584e-05
ENSAPLG00000001966	5.39880890210009	1.0010172859127	0.871949956219364	0.0032899263006741	0.0326745481634869
ENSAPLG00000001977	42.5708267005771	1.41988716490179	0.392227849894049	7.96902771145582e-06	0.000324447392713651
ENSAPLG00000001982	174.608725220942	-1.32813454173639	0.315020772948901	9.15056881281082e-07	5.92385302301594e-05
ENSAPLG00000002000	2413.52976971082	1.0310417937717	0.239178937648091	2.82844793953105e-07	2.21648271497222e-05
ENSAPLG00000002012	546.89906526177	0.602494908344744	0.300115710700372	0.00123880555006031	0.016459325075288
ENSAPLG00000002014	44.6405083769476	-0.72022085791606	0.514968965953349	0.00426647466269151	0.0392380367427393
ENSAPLG00000002038	124.5756040094	1.53447478693441	0.251659834425827	1.405865613763e-10	2.84270420432922e-08
ENSAPLG00000002049	41.1678003506181	0.817570819049935	0.356455109856455	0.000328365267150534	0.00609666416383796
ENSAPLG00000002101	47.1567368742488	0.729515730664195	0.467792565087987	0.00282852743910306	0.0294955468085678
ENSAPLG00000002105	52.7437884891535	1.51874626328718	0.728811624489489	0.000304357523772085	0.00575831975896864
ENSAPLG00000002127	8.20685529925342	0.83752720083038	0.844843904130537	0.00590813223654528	0.0492636206656781
ENSAPLG00000002131	61.8411322536996	0.691038654728144	0.251958926071737	0.000103034905940113	0.00259411423690857
ENSAPLG00000002204	534.461697683428	1.02594496606463	0.391558344813675	0.000116410602805005	0.00284239549226333
ENSAPLG00000002210	14.2376418248253	-1.33850005563478	0.883371614866023	0.000988578951436634	0.0140122674814255
ENSAPLG00000002239	175.787706787927	-0.860603552623513	0.537335503108346	0.00203078269004699	0.0232363915047729
ENSAPLG00000002247	34.7246199040328	1.76251211687158	0.617538170122372	4.88412609796915e-05	0.00142998814103662
ENSAPLG00000002251	621.162012519953	2.08640585545974	0.612953455092548	8.17824123921351e-06	0.000328678943716342
ENSAPLG00000002252	1824.17903281169	2.7322506418749	0.267891424911593	1.48557503806445e-26	4.806206641898e-23
ENSAPLG00000002281	18.8481905928627	1.65459646985872	0.638322536625346	9.66729738599207e-05	0.00247731674202224
ENSAPLG00000002292	255.287072077261	-0.780745394628045	0.25867980679016	3.40744642374088e-05	0.00106511507656113
ENSAPLG00000002299	91.9309862006393	1.22076960877716	0.261643162270373	1.09846106371317e-07	1.0010693398248e-05
ENSAPLG00000002302	118.642592475947	0.588650201552477	0.327102763069422	0.00225687054347941	0.0250481661262153
ENSAPLG00000002317	102.084722989233	1.84719564912801	0.495344895153543	5.04142544178627e-06	0.000227752406952054
ENSAPLG00000002367	124.273759201527	1.24067426653621	0.482554892050478	0.00013667657119074	0.0032042237459771
ENSAPLG00000002371	158.129442895059	0.651681801957087	0.290682122886342	0.000539808730175129	0.00901376100283398
ENSAPLG00000002397	160.171003522498	0.999304898703891	0.424790745665521	0.000249717192224718	0.00499472980615158
ENSAPLG00000002422	210.841965093545	-0.758891395566978	0.241062989074143	2.23393505151638e-05	0.000756789358682551
ENSAPLG00000002423	157.442266229241	2.1689176998771	0.287811979622588	2.5129805685732e-15	1.91296950222975e-12
ENSAPLG00000002467	421.665622360988	-1.36395849423812	0.474132853088893	6.24764769545238e-05	0.00175019234870042
ENSAPLG00000002512	162.948701543466	0.63200021544236	0.25837022364059	0.000316675265121805	0.00592210203170705
ENSAPLG00000002526	197.316700060787	1.34184947826884	0.433155083695572	3.46872325120683e-05	0.00107905643254489
ENSAPLG00000002562	86.9831564858076	-1.88606486174013	0.911906685491174	0.000146928484094626	0.00337726734044148
ENSAPLG00000002569	267.950638335528	0.786352181399734	0.22363970520046	5.54237918154132e-06	0.000246473982777753
ENSAPLG00000002603	1050.0400181137	0.646727016071587	0.312439610260443	0.00089373561941378	0.0130099354902517
ENSAPLG00000002645	507.782978326502	0.836227005696986	0.331214132861986	0.000160774642811903	0.0036184080915284
ENSAPLG00000002646	8.57169341830079	-1.41870010465317	0.912729064250579	0.000779548268041369	0.0117167643864383
ENSAPLG00000002664	143.825092823959	-0.694011992137203	0.211476362467622	1.59828760358155e-05	0.000580542612213903
ENSAPLG00000002669	7.09356546896918	-1.41881485517995	1.093569669112	0.000847115837136514	0.0124801643286057
ENSAPLG00000002698	45.8049502399278	-1.28697026655938	0.439056889578808	5.35370249073596e-05	0.00154303483146134
ENSAPLG00000002735	337.322210939557	1.23084241474227	0.274061426032827	2.40655814462582e-07	1.92242400923474e-05
ENSAPLG00000002774	1430.40421995575	-1.6318830440016	0.369007829692425	5.60589487543447e-07	4.0756115496066e-05
ENSAPLG00000002782	112.978374881659	-1.59957478012528	0.407610628842655	3.26292934072078e-06	0.000161504504716666
ENSAPLG00000002805	3069.54093921003	0.654229960668762	0.446030937686127	0.00423401060093903	0.0391094441018929
ENSAPLG00000002834	9.01496071188726	2.34937111131668	1.04685400651424	3.9645495088744e-05	0.00121865166732408
ENSAPLG00000002842	148.529813986118	0.83756648216547	0.32081408390416	0.000122967405857098	0.0029523584400681
ENSAPLG00000002878	749.849509944311	0.792223750847486	0.255960055220961	2.57403280319552e-05	0.000851932442612613
ENSAPLG00000002880	22.4695013781943	-0.733315862286567	0.553042407882333	0.00489690548161398	0.0430801181764558
ENSAPLG00000002897	8.06859675405741	-1.61344539541246	1.38349077649063	0.000393635988394314	0.00708292774006429
ENSAPLG00000002904	2949.56132663857	2.66854289044773	0.357276896122409	7.24429725778855e-16	7.63901543476967e-13
ENSAPLG00000002919	229.020659625697	0.820355102840226	0.408546550333165	0.000740424587655864	0.0113394492175793
ENSAPLG00000002945	489.75184203427	2.07223377734136	0.339830708326386	6.62248295164426e-11	1.53038485495051e-08
ENSAPLG00000002947	15.4620718920683	-0.787382675067792	0.589499842072133	0.0042721886848404	0.0392380367427393
ENSAPLG00000002963	169.282259848334	2.35645559642825	0.402632680486666	1.20249362671695e-10	2.47007460688001e-08
ENSAPLG00000002995	120.889020591671	1.68856661103639	0.369108418908787	3.03999294184778e-07	2.34169932502691e-05
ENSAPLG00000002999	16.7374772684874	-1.01220676002136	0.799756078939062	0.0029130204529108	0.0300491365329414
ENSAPLG00000003006	57.9730096604481	0.709874737846577	0.365192994723742	0.0010699417101619	0.0147455970939351
ENSAPLG00000003010	68.5011717446512	1.33725675272896	0.505779404318495	0.000112026232740563	0.0027457035566205
ENSAPLG00000003064	447.830773415224	-2.84610106249698	0.357404189889388	7.84101117656619e-18	1.44957893765633e-14
ENSAPLG00000003118	2113.03208671087	0.652733922436531	0.171416338815969	2.41596831704672e-06	0.000128662740703299
ENSAPLG00000003141	63.0675407481827	0.79161467749588	0.308754862687048	0.000149168060854973	0.00340455709968995
ENSAPLG00000003177	198.578144943928	1.38034835547296	0.248009176976979	2.22022643416495e-09	3.30173771208184e-07
ENSAPLG00000003211	2613.51255902476	-2.06470199211809	0.270462400965979	1.62292311796886e-15	1.31264050435219e-12
ENSAPLG00000003217	44.7275382332409	0.951981280588602	0.390575789764885	0.00019805489171945	0.00420858514571659
ENSAPLG00000003279	7045.84307850417	-0.979692704777029	0.248094689697695	1.13223915651428e-06	6.94422129120914e-05
ENSAPLG00000003299	18.1636241583118	1.18186074393344	0.569301300554824	0.000465817294829453	0.00814613731403777
ENSAPLG00000003356	3.96713168974473	-2.13862211553596	1.62637793456443	0.00010598129766116	0.00264514592592263
ENSAPLG00000003371	529.030560620326	0.867688538467213	0.333447827581917	0.000123952062311139	0.00296135126461259
ENSAPLG00000003373	26.6610965401269	-1.26782668854578	0.522607772689205	0.000194194523174312	0.00416761413664804
ENSAPLG00000003392	409.332803942592	1.21058527552569	0.372964859066904	2.05445043838892e-05	0.000711622086797314
ENSAPLG00000003393	97.6198457212479	-0.643336309054658	0.315504039207181	0.000984230703451558	0.0139812618368459
ENSAPLG00000003456	180.913903642498	0.708306318138027	0.290987017563651	0.000259597777989198	0.0051289386945927
ENSAPLG00000003497	516.741788988612	-0.84155317366712	0.315774163569932	0.000103350426607252	0.00259700557422223
ENSAPLG00000003531	18.3461120577758	0.803878898590494	0.604528644718139	0.00418155208840142	0.0387632274899733
ENSAPLG00000003551	841.76961394174	1.63053758888528	0.465918402944765	1.15706200457386e-05	0.00043782278950849
ENSAPLG00000003561	97.7310866123333	0.646409246208631	0.285424397882457	0.000514132058190274	0.00872003009834907
ENSAPLG00000003590	33.871766992938	0.842005305063857	0.429855852322015	0.000825344197196727	0.0122345695944133
ENSAPLG00000003600	935.109158667334	1.25807671528488	0.246551818844661	1.63556468891823e-08	1.85356519554451e-06
ENSAPLG00000003607	29.8632283653759	-0.881246590566084	0.561311478124134	0.00212314695720064	0.0239961963084135
ENSAPLG00000003619	100.080948633372	0.86055655553485	0.45918140497683	0.00101410553656708	0.0141722891454801
ENSAPLG00000003627	416.0935332421	3.76595938169407	0.729838137129426	6.46635274789485e-11	1.53038485495051e-08
ENSAPLG00000003635	170.712647308249	0.805170364900221	0.272269014629662	4.08373917720331e-05	0.00123847509662689
ENSAPLG00000003660	172.43184767791	-0.989629165543708	0.305480515826061	1.60918871951125e-05	0.000581690257519417
ENSAPLG00000003672	66.8208579493905	1.16288526506334	0.390229660734437	4.3591341605098e-05	0.00129681736025649
ENSAPLG00000003674	410.828651641779	-1.93415298598905	0.302589042160048	1.48940950258151e-11	4.38055644838802e-09
ENSAPLG00000003687	54.9013811436598	-0.775848939882443	0.426490922716867	0.00132274555233449	0.017273108166257
ENSAPLG00000003696	31.3449769529058	-0.816162170317507	0.416256884302191	0.000848181898773945	0.0124801643286057
ENSAPLG00000003760	105.895096406464	-0.736898449067912	0.270554187174097	9.80685357040788e-05	0.00249823803257182
ENSAPLG00000003788	746.328939385897	-2.0316448579944	0.270860472520867	4.94000385614846e-15	3.55158832791206e-12
ENSAPLG00000003809	108.525001961258	0.962748381577361	0.2751619555468	6.23068589789086e-06	0.000267878093703009
ENSAPLG00000003818	569.22872791654	-0.592647198436007	0.318560571918268	0.00190005298027165	0.0222149321398916
ENSAPLG00000003819	12.4393623242457	-2.93241999525184	0.914672714346129	1.69880707760359e-06	9.45710769667485e-05
ENSAPLG00000003833	190.215056266461	-1.3334159958245	0.228139262172894	4.22922090843145e-10	7.6014371911127e-08
ENSAPLG00000003839	4.95259131688634	-1.01035367228724	1.18397387691493	0.0019277928147786	0.0223838637152413
ENSAPLG00000003865	93.5412019417405	-0.679687248269584	0.274448975297392	0.000246219733299285	0.00493239871304342
ENSAPLG00000003875	194.765703077915	0.762357065965129	0.337835766383757	0.000395673658437247	0.00710182082362888
ENSAPLG00000003879	44.3886996351898	-2.50948066110667	0.805175740333334	6.01451451386143e-06	0.000260313820481207
ENSAPLG00000003895	2514.01166257799	1.34121785947641	0.240348476660361	1.85465045000143e-09	2.85726565160339e-07
ENSAPLG00000003908	329.035171099069	1.30766003065189	0.778498544028665	0.000857972500185345	0.0125316276804724
ENSAPLG00000003920	318.987277155042	-0.749366075287772	0.525091017040033	0.00375187811344083	0.035991886335091
ENSAPLG00000004025	300.886139662292	-0.811555162852823	0.663111691393778	0.00505772636904949	0.0440754457521006
ENSAPLG00000004038	432.642563733397	0.946192260643418	0.264302184904589	4.51571207420647e-06	0.000210354857617937
ENSAPLG00000004041	518.82815348693	0.836600213852362	0.227414500419437	2.86435819006306e-06	0.000147093886260341
ENSAPLG00000004054	96.1659016076554	2.19443442694475	0.503590146170897	3.21138333063479e-07	2.44782397873359e-05
ENSAPLG00000004060	154.243652811869	-0.688796969223125	0.217479481718135	2.45197917507263e-05	0.000817810889294199
ENSAPLG00000004077	140.15953936111	0.950429594224912	0.240037338747792	1.02577279957558e-06	6.44394456277067e-05
ENSAPLG00000004139	28.732593465616	0.692638222850657	0.501397603820614	0.00472671377257363	0.0421269992636882
ENSAPLG00000004146	248.783942045682	-2.61431667794305	0.901381924195327	7.34152873392935e-06	0.000306473301115418
ENSAPLG00000004211	226.746135489271	1.15406029810971	0.199836526639002	3.08734714472382e-10	5.70762277141013e-08
ENSAPLG00000004223	173.713552417962	-0.631478671328594	0.4111862676915	0.00380572001072492	0.0364273836233662
ENSAPLG00000004246	30.5550580282387	-2.57090097223049	0.628537293361937	3.03416073259458e-07	2.34169932502691e-05
ENSAPLG00000004267	150.487924611934	0.748062863277429	0.310236072720409	0.000255625017742683	0.00507368612669949
ENSAPLG00000004271	20.5613265817265	0.772669855986858	0.581732442296392	0.00447700062558561	0.0405720343807446
ENSAPLG00000004272	63.8350715154757	-2.56559985713294	0.653453166086002	5.49052035120489e-07	4.01428383417754e-05
ENSAPLG00000004278	374.244648263288	0.827817867540489	0.495408888005546	0.00179560674167976	0.0212597866825963
ENSAPLG00000004314	72.4297715006545	0.947035409244092	0.313293988651846	3.22290981523544e-05	0.00102471719962341
ENSAPLG00000004377	655.663723057701	-0.704985996022616	0.197525824693958	5.25585345666242e-06	0.000235349479524804
ENSAPLG00000004384	24.3257195502316	-0.73663689909364	0.472091729166111	0.00278185948876874	0.029149832910248
ENSAPLG00000004420	14.0742293433995	-1.54518484922444	0.944339537301464	0.000526533641221641	0.00881484068699774
ENSAPLG00000004421	66.8626009309649	-1.05267819942089	0.454069820923575	0.000270936554094271	0.00528040654598488
ENSAPLG00000004425	45.016277047156	1.23364603993615	0.532601525418996	0.000256417880298686	0.00508162907954869
ENSAPLG00000004444	35.0007213345776	-0.901583860004309	0.431927846805268	0.000546966508303115	0.00909806373258434
ENSAPLG00000004462	48.1989740447361	1.28136010461676	0.473850905924262	9.71675354349498e-05	0.00248016780288695
ENSAPLG00000004476	60.4766034573529	1.33133752942954	0.454598428573157	5.44989409514537e-05	0.00156726843300614
ENSAPLG00000004491	25.7605054888209	2.1206373564284	0.41982311561951	1.85660706181148e-08	2.07123724025021e-06
ENSAPLG00000004495	105.36868273852	0.601375212015412	0.326018661151906	0.00191636080373869	0.0223218948345475
ENSAPLG00000004522	459.389821555447	0.865613805677097	0.284613209482456	2.97163344009849e-05	0.000959000208187397
ENSAPLG00000004523	236.095096797322	0.909378395607227	0.488775727743392	0.000995313927526276	0.0140409028895159
ENSAPLG00000004527	2066.47818136024	0.85197969732707	0.253381420337835	9.54697298827807e-06	0.000375523943590597
ENSAPLG00000004555	693.202234773615	0.7930806453518	0.255592893824015	2.50243039971403e-05	0.000832492334259621
ENSAPLG00000004556	32.5890503823089	0.621482819939342	0.35391882640155	0.00225043858990647	0.024998219563931
ENSAPLG00000004614	8.54897734956616	-1.17843138739814	0.840446494334807	0.00164887877229971	0.0199608420882419
ENSAPLG00000004635	53.0836402333101	-0.601034276515905	0.323197727643531	0.0018449141989251	0.0217441117015389
ENSAPLG00000004640	330.639417549756	0.740512888671076	0.239385059759648	2.80025057403256e-05	0.000912797044799882
ENSAPLG00000004644	777.93303420741	-2.2059593087435	0.416263610879716	4.19875107413974e-09	5.71958291057288e-07
ENSAPLG00000004656	193.628973327391	-0.811968728433279	0.433208589476311	0.00107907366184934	0.0148177492343047
ENSAPLG00000004669	382.124447166432	1.24193346255964	0.411128193895688	4.09111098646396e-05	0.00123847509662689
ENSAPLG00000004717	6.0136254734857	0.86164377543023	0.79477544669315	0.00529633678745609	0.0458154374107415
ENSAPLG00000004779	13.6505774398909	-0.939238463968108	0.580932660737866	0.00174878649905727	0.0208197296083718
ENSAPLG00000004801	208.416991547794	-0.950622290288944	0.341842019703812	7.02946814700758e-05	0.00191109973299212
ENSAPLG00000004813	370.803767859928	0.905152912108771	0.529463812706973	0.00146565613505436	0.0184325131620393
ENSAPLG00000004829	45.6143915837211	-1.26069270617118	0.392094890711871	2.36338010738461e-05	0.000792344610613063
ENSAPLG00000004840	198.620891005381	0.673638501394353	0.332543667727771	0.000933411110893187	0.0134065185194991
ENSAPLG00000004843	13.7779233164708	-0.776657749556694	0.56366569775689	0.00397865317480016	0.0375275151130386
ENSAPLG00000004845	11.5490804587653	1.86589141411778	0.582855968014102	1.95427424154209e-05	0.000687235406516201
ENSAPLG00000004849	241.441164128458	-0.863348016473272	0.209741016492358	4.73850440947624e-07	3.54456563948162e-05
ENSAPLG00000004866	134.265100909459	0.949841407151637	0.346549085679226	7.96222021890135e-05	0.00211145680026234
ENSAPLG00000004876	5.82919516286422	0.903860669807767	0.981011902633868	0.00410601785411845	0.0383100050830187
ENSAPLG00000004885	1151.17495189782	1.00097708320888	0.499069431646203	0.000631241293260134	0.0100108989902934
ENSAPLG00000004896	13.4216907909907	-1.42814562902934	0.573665469326532	0.000152620050337143	0.00347721139333269
ENSAPLG00000004919	13.060920660642	1.04594314036011	0.592291096978435	0.00108301494418733	0.0148310014737864
ENSAPLG00000004955	83.9519612993366	0.5911358735088	0.286651975034933	0.00111773448673797	0.0151779664143506
ENSAPLG00000004959	123.25329502122	0.741015737625141	0.290926831011506	0.000170548332678784	0.00377276234734385
ENSAPLG00000004963	123.933769219029	1.16837250783594	0.323060626930999	5.8110938278557e-06	0.000253203249920137
ENSAPLG00000004980	29.2604585336261	0.616101710130715	0.339079299783801	0.00195559146643738	0.0225197724426674
ENSAPLG00000005046	57.808407763867	1.46780218480046	0.492198390378135	4.71730246018285e-05	0.00139375824514215
ENSAPLG00000005063	23.3487539125083	-0.667080443987431	0.496536994597868	0.0054918886387803	0.0468802974105909
ENSAPLG00000005082	10.3886832560648	-0.900051359268024	0.814131544339316	0.0046263233769954	0.0415758686261788
ENSAPLG00000005084	52.530205679403	0.719524385219506	0.490080831415174	0.00361821628289214	0.0349688849267418
ENSAPLG00000005104	520.237931775662	0.895537332580586	0.690826632197806	0.00367761245779473	0.0353949773904792
ENSAPLG00000005123	78.2326123234014	1.4994306754007	1.26059008975227	0.000592876581069617	0.00955468970812194
ENSAPLG00000005127	194.259660253463	1.45523678955768	0.211567633135465	8.91897552230058e-13	3.39471947747329e-10
ENSAPLG00000005130	25.9326533754612	0.961573128412767	0.499452996832975	0.000800906861867163	0.0119407093311324
ENSAPLG00000005135	53.586258237562	-1.01413614375101	0.399899762282535	0.00014831477450031	0.00339706459612125
ENSAPLG00000005188	174.07523794641	1.67525810114186	0.471614269690802	9.76650961960816e-06	0.000380687954781172
ENSAPLG00000005205	15.9194774357042	-0.986230833273171	0.723797824046503	0.00270261739319904	0.0285739964749908
ENSAPLG00000005213	36.8424382290009	0.710121444002156	0.387351056075324	0.00144467554824698	0.0182752162950774
ENSAPLG00000005240	114.092076697163	0.590990540172975	0.362237024383925	0.00341531517634589	0.0335592966568657
ENSAPLG00000005260	26.1799686224594	1.50018861263011	0.642606301507406	0.00019625349387408	0.00419095126109648
ENSAPLG00000005271	23.4322808370212	1.11888042746026	0.494504014890204	0.000307277609989272	0.00579885797676888
ENSAPLG00000005272	35.7919753843334	1.15100629606761	0.559534911850416	0.000498706442103386	0.00852544262517822
ENSAPLG00000005277	284.189671839082	-1.17284119778515	0.262945874283308	2.30393896938437e-07	1.87517447816372e-05
ENSAPLG00000005285	119.884593155516	-0.820371417344709	0.333270647486938	0.000197948541011393	0.00420858514571659
ENSAPLG00000005322	193.965634818844	-0.675600561291065	0.367853451497051	0.00155550616324203	0.0191274279779077
ENSAPLG00000005331	9.3485132674168	-1.21464824850953	0.728509137737792	0.00103883233175835	0.014408927336854
ENSAPLG00000005340	281.519592293765	-2.1275846173905	0.437655946315236	4.48138782381121e-08	4.53075311155789e-06
ENSAPLG00000005356	16.3308323212752	1.90668944396395	0.901935442790044	0.000132336545761561	0.00312512269835833
ENSAPLG00000005361	16.3248943438985	-1.52845526204081	0.693128191231489	0.00024169777209796	0.00488782872749071
ENSAPLG00000005370	86.1510205882817	-2.17727619672763	0.478924276378885	1.57195268386271e-07	1.35617597879116e-05
ENSAPLG00000005371	35.8133158346633	-4.04779225824459	0.752693164875695	1.24982245464611e-11	3.94486643550618e-09
ENSAPLG00000005372	66.6821522765276	-1.45913982312662	0.39057812024249	5.70147202718569e-06	0.000250111015267153
ENSAPLG00000005377	90.733748248573	0.646632704955581	0.230503820890874	9.71429810942577e-05	0.00248016780288695
ENSAPLG00000005382	190.886510740056	6.40985011842461	0.92767991517735	1.57023170317179e-14	1.0160184235373e-11
ENSAPLG00000005387	1389.90148441039	0.689493746326531	0.185317817871885	3.02414287092158e-06	0.000152277948998429
ENSAPLG00000005396	313.183275002297	0.623528679524398	0.282452667434213	0.000656996766697273	0.0103433031117146
ENSAPLG00000005406	736.99658319063	-0.783039868033295	0.213074134220679	2.99445439505999e-06	0.000151372009087779
ENSAPLG00000005452	172.088263659556	-0.818551660542928	0.455328250498966	0.00131126961163993	0.0172091217819702
ENSAPLG00000005464	23.5240644486962	0.891198370133498	0.480806607752779	0.00103364213241706	0.0143677366655308
ENSAPLG00000005493	255.931808129449	-1.87309218696299	0.454149013723274	1.39656546962154e-06	8.05509625508066e-05
ENSAPLG00000005501	601.078433692756	2.3237945321345	0.413980288626238	5.31358258739511e-10	9.29230706263245e-08
ENSAPLG00000005505	97.2873172087639	2.02662288375445	0.473645296824464	6.28613974059194e-07	4.42113773820654e-05
ENSAPLG00000005506	96.1382354740539	2.18734438240967	0.380786710269871	3.87059512196937e-10	7.05484105259234e-08
ENSAPLG00000005508	6.36641410001622	-1.39386955739849	1.47725794785651	0.000501133991618892	0.00854436756988154
ENSAPLG00000005556	76.7860112214048	1.18824815632803	0.414726508328006	6.1610240123147e-05	0.00173325677702966
ENSAPLG00000005594	491.027472953079	1.68836277387944	0.381222938588633	5.40969224029771e-07	3.97766064100526e-05
ENSAPLG00000005596	156.90330770993	-1.4647347280263	0.56679206792617	0.000120345322078772	0.00291100712714279
ENSAPLG00000005603	53.5059157867221	0.720260369253266	0.334871549733636	0.000583910449845149	0.00949294614503276
ENSAPLG00000005608	162.609721465584	0.630242582436989	0.178583232038017	7.98183281341505e-06	0.000324447392713651
ENSAPLG00000005616	34.6583497163756	-0.625991406415953	0.40772617388067	0.00387081729689021	0.0368596369676646
ENSAPLG00000005624	13.0625905442523	-0.788288166600821	0.651687827485451	0.00548394327308924	0.0468433728693386
ENSAPLG00000005647	2839.55837281302	1.229961730167	0.483458913115347	0.00014652824901847	0.00337406062375091
ENSAPLG00000005655	93.7829362007758	-2.35512035116378	0.425504561249244	7.42653014039239e-10	1.21654084236478e-07
