transcription_factor	no_search_sites	no_background_sites	sum_search_sites	sum_background_sites	no_gene_sites	wilcox_pval	wilcox_adjusted
IRF4_Q5	66	34	94	37	183	2.56627972737309e-05	0.0141915268923732
